RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge
4641,15696373,Gill,687,France,Female,44,9,0.0,2,0,0,103042.2,1,0.0,0.20454545454545456,15.613636363636363
4642,15786617,Arcuri,485,Germany,Male,34,3,133658.24,1,1,0,70209.83,0,1.9036969609526186,0.08823529411764706,14.264705882352942
4643,15657449,Chukwuma,446,Germany,Male,25,3,136202.78,1,1,0,176743.51,0,0.7706239397418326,0.12,17.84
4644,15672594,Stevenson,597,France,Female,60,0,131778.08,1,0,0,10703.53,1,12.311646718419063,0.0,9.95
4645,15714240,Ponomarev,712,Spain,Male,74,5,0.0,2,0,0,151425.82,0,0.0,0.06756756756756757,9.621621621621621
4646,15782144,Gilroy,522,France,Female,34,3,0.0,2,1,1,3894.34,0,0.0,0.08823529411764706,15.352941176470589
4647,15665008,Sidorov,805,Germany,Female,26,8,42712.87,2,1,1,28861.69,0,1.4799157637685112,0.3076923076923077,30.96153846153846
4648,15581733,Bates,781,France,Female,28,4,0.0,2,1,0,177703.15,0,0.0,0.14285714285714285,27.892857142857142
4649,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,1,0,136649.8,1,0.0,0.07017543859649122,12.087719298245615
4650,15785815,Toscano,670,Germany,Male,31,1,142631.54,2,1,1,175894.24,0,0.8108937506992839,0.03225806451612903,21.612903225806452
4651,15664214,Hearn,670,France,Male,33,2,141204.65,2,1,0,76257.46,0,1.8516831009057997,0.06060606060606061,20.303030303030305
4652,15579996,Iroawuchi,524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0,0.6784903935586011,0.28,20.96
4653,15675252,Martin,734,Spain,Female,39,3,92636.96,2,1,1,125671.29,0,0.7371370183277343,0.07692307692307693,18.82051282051282
4654,15579617,Sinclair,489,France,Female,51,3,0.0,2,0,1,174098.28,1,0.0,0.058823529411764705,9.588235294117647
4655,15593976,Swanson,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1,0.5434116119125414,0.16129032258064516,18.64516129032258
4656,15716041,Chinomso,622,Spain,Male,39,9,0.0,2,0,1,100862.36,0,0.0,0.23076923076923078,15.948717948717949
4657,15654489,Fomin,843,France,Female,38,8,134887.53,1,1,1,10804.04,0,12.48491582778294,0.21052631578947367,22.18421052631579
4658,15736302,McKay,687,France,Male,48,4,0.0,2,1,1,170893.85,0,0.0,0.08333333333333333,14.3125
4659,15805909,Bergamaschi,700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0,7.044516480340603,0.2857142857142857,25.0
4660,15572762,Matveyeva,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0,1.1386769770774532,0.04,8.2
4661,15724632,Madukaego,537,France,Female,41,0,0.0,2,0,1,175262.49,0,0.0,0.0,13.097560975609756
4662,15670416,Ferri,780,France,Female,43,0,0.0,1,0,1,15705.27,0,0.0,0.0,18.13953488372093
4663,15749528,Achebe,652,Spain,Male,58,6,0.0,2,0,1,170025.43,0,0.0,0.10344827586206896,11.241379310344827
4664,15578783,Mai,620,Germany,Male,35,0,76989.97,1,1,1,17242.79,0,4.465052929369318,0.0,17.714285714285715
4665,15580719,Davis,697,France,Female,23,10,0.0,2,1,1,79734.23,0,0.0,0.43478260869565216,30.304347826086957
4666,15656293,Davey,786,France,Male,35,3,0.0,2,1,0,92712.97,0,0.0,0.08571428571428572,22.457142857142856
4667,15691875,Tsou,850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0,1.1484844739886295,0.1282051282051282,21.794871794871796
4668,15596870,Marino,749,Germany,Male,54,3,144768.94,1,1,0,93336.3,1,1.5510464845938825,0.05555555555555555,13.87037037037037
4669,15780770,Kerr,445,France,Male,31,7,145056.59,1,1,1,175893.53,0,0.8246840574522554,0.22580645161290322,14.35483870967742
4670,15751491,Hsiao,443,Germany,Male,50,3,117206.3,1,1,0,42840.18,1,2.7358965345150277,0.06,8.86
4671,15706200,Graham,637,Germany,Male,41,2,138014.4,2,1,0,140298.24,0,0.9837215349244581,0.04878048780487805,15.536585365853659
4672,15808674,Ejikemeifeuwa,616,Germany,Female,45,6,128352.59,3,1,1,144000.59,1,0.8913337785629906,0.13333333333333333,13.688888888888888
4673,15641411,Volkova,756,France,Female,23,1,112568.31,1,1,1,113408.11,0,0.9925948858507562,0.043478260869565216,32.869565217391305
4674,15764661,Wang,644,France,Male,33,2,0.0,1,1,0,96420.58,0,0.0,0.06060606060606061,19.515151515151516
4675,15689492,Benjamin,850,Germany,Male,41,1,176958.46,2,0,1,125806.3,0,1.4065945823062913,0.024390243902439025,20.73170731707317
4676,15602405,Ryrie,703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0,1.5089189256632438,0.23684210526315788,18.5
4677,15610271,Andreev,684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0,3.3291455430499233,0.07142857142857142,16.285714285714285
4678,15791780,Ts'ao,706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1,0.6602146709442371,0.20833333333333334,14.708333333333334
4679,15589147,Frolov,580,Spain,Male,61,8,125921.37,1,1,1,94677.83,0,1.3299984801088067,0.13114754098360656,9.508196721311476
4680,15756975,Montemayor,777,Spain,Female,35,3,0.0,2,1,1,17257.72,0,0.0,0.08571428571428572,22.2
4681,15729582,Fu,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0,0.7958495376529643,0.0625,14.083333333333334
4682,15742971,Whitehead,708,France,Female,44,2,161887.81,2,1,0,84870.23,0,1.907474623316091,0.045454545454545456,16.09090909090909
4683,15568046,Izuchukwu,809,France,Male,24,7,109558.36,1,1,0,183515.13,0,0.5969990594236018,0.2916666666666667,33.708333333333336
4684,15694890,Lai,588,France,Male,38,1,124271.26,1,1,0,75969.19,0,1.635811307189138,0.02631578947368421,15.473684210526315
4685,15736963,Herring,623,France,Male,43,1,0.0,2,1,1,146379.3,0,0.0,0.023255813953488372,14.488372093023257
4686,15646490,Duffy,537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0,1.4987183338733576,0.023809523809523808,12.785714285714286
4687,15607314,Chiefo,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1,71.25724583865569,0.03773584905660377,10.11320754716981
4688,15576745,Fyodorov,769,France,Male,48,2,96542.16,2,0,1,197885.72,0,0.4878682504225166,0.041666666666666664,16.020833333333332
4689,15669606,Chu,690,France,Male,33,5,0.0,2,1,0,138017.68,0,0.0,0.15151515151515152,20.90909090909091
4690,15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1,0.8177652105913169,0.0,17.133333333333333
4691,15681990,Palmerston,497,Germany,Male,24,6,111769.14,2,1,0,55859.27,0,2.0009058478565867,0.25,20.708333333333332
4692,15758050,Madukwe,622,Spain,Male,37,4,0.0,2,1,0,4459.5,0,0.0,0.10810810810810811,16.81081081081081
4693,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0,1.1129500767212945,0.3,20.066666666666666
4694,15713594,French,543,France,Female,32,7,147256.86,1,1,0,112771.95,0,1.305793328926209,0.21875,16.96875
4695,15588186,Polyakov,520,Spain,Male,45,7,107023.03,1,1,0,32903.93,0,3.252591103859022,0.15555555555555556,11.555555555555555
4696,15786739,Clements,669,France,Male,37,1,125529.55,1,1,1,162260.93,0,0.7736276995330916,0.02702702702702703,18.08108108108108
4697,15699467,Connor,631,Spain,Female,41,0,0.0,1,0,0,87959.83,0,0.0,0.0,15.390243902439025
4698,15680706,Balashov,537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1,0.7919102314164211,0.08333333333333333,11.1875
4699,15645717,Avdeeva,732,France,Male,62,2,0.0,2,1,1,25438.87,0,0.0,0.03225806451612903,11.806451612903226
4700,15748597,Chester,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,0.6330195383758042,0.08928571428571429,15.071428571428571
4701,15773709,Hung,838,Spain,Male,35,0,0.0,2,0,1,197305.91,0,0.0,0.0,23.942857142857143
4702,15629787,Tu,652,France,Male,27,10,107303.72,2,0,0,44435.76,0,2.414805553005057,0.37037037037037035,24.14814814814815
4703,15661007,Thompson,660,France,Male,33,0,72783.42,1,0,0,181051.99,0,0.4020028722136664,0.0,20.0
4704,15686812,Jones,692,Spain,Female,44,8,0.0,1,0,1,159069.37,0,0.0,0.18181818181818182,15.727272727272727
4705,15754113,Li,588,France,Female,35,0,0.0,2,1,1,155485.24,0,0.0,0.0,16.8
4706,15749489,Denisova,533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0,2.639411384416464,0.45454545454545453,24.227272727272727
4707,15574352,Clogstoun,850,France,Male,43,4,161256.53,1,1,1,140071.57,0,1.1512438248532517,0.09302325581395349,19.767441860465116
4708,15701281,Tan,511,France,Male,27,8,0.0,2,1,1,49089.36,0,0.0,0.2962962962962963,18.925925925925927
4709,15811985,Power,530,Spain,Male,44,6,0.0,2,0,0,55893.37,0,0.0,0.13636363636363635,12.045454545454545
4710,15713505,Harriman,554,France,Male,31,1,0.0,2,0,1,192660.55,0,0.0,0.03225806451612903,17.870967741935484
4711,15685653,Benson,585,Germany,Female,40,3,162261.01,2,1,0,137028.51,0,1.1841405120729984,0.075,14.625
4712,15758831,Thornton,754,France,Male,39,3,74896.33,1,0,0,34430.16,0,2.1753117034599896,0.07692307692307693,19.333333333333332
4713,15618774,White,474,France,Male,54,3,0.0,1,1,0,108409.17,1,0.0,0.05555555555555555,8.777777777777779
4714,15764448,Mackenzie,837,Germany,Male,35,0,144037.6,1,1,0,145325.32,0,0.9911390527129065,0.0,23.914285714285715
4715,15611024,Kalinina,567,France,Female,23,9,93522.2,1,0,1,81425.61,0,1.148560016928335,0.391304347826087,24.652173913043477
4716,15738220,Bennet,800,Spain,Male,38,1,0.0,2,1,0,51553.43,0,0.0,0.02631578947368421,21.05263157894737
4717,15805764,Hallahan,646,France,Male,18,10,0.0,2,0,1,52795.15,0,0.0,0.5555555555555556,35.888888888888886
4718,15580487,Martin,627,Germany,Male,38,8,106922.92,2,0,1,84270.09,0,1.2688122203263341,0.21052631578947367,16.5
4719,15675787,Rivera,505,France,Male,26,8,112972.57,1,1,0,145011.62,0,0.7790587402581945,0.3076923076923077,19.423076923076923
4720,15583580,Chiawuotu,566,Germany,Female,35,1,123042.0,1,1,0,66245.44,1,1.857365578672283,0.02857142857142857,16.17142857142857
4721,15780654,Sergeyev,619,Germany,Female,33,3,100488.92,2,0,1,36446.74,0,2.757144260364576,0.09090909090909091,18.757575757575758
4722,15695034,Christie,757,France,Female,44,4,123322.15,1,1,0,137136.29,0,0.8992670721951133,0.09090909090909091,17.204545454545453
4723,15805671,Louis,648,France,Male,32,0,0.0,1,0,1,117323.31,0,0.0,0.0,20.25
4724,15790658,Iqbal,621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0,0.9261839396065492,0.19047619047619047,14.785714285714286
4725,15578648,Marino,543,Germany,Male,49,6,59532.18,1,1,0,104253.56,0,0.5710325863212729,0.12244897959183673,11.081632653061224
4726,15734987,Robertson,658,France,Female,43,7,140260.36,2,1,0,2748.72,0,51.02751826304607,0.16279069767441862,15.30232558139535
4727,15721740,Pai,633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0,0.4506682142376668,0.14,12.66
4728,15641822,Barese,648,France,Female,19,1,0.0,2,0,1,22101.86,0,0.0,0.05263157894736842,34.10526315789474
4729,15765650,Chigolum,501,Germany,Male,40,5,114655.58,1,0,0,126535.92,0,0.9061109288176827,0.125,12.525
4730,15788556,Trouette,683,France,Female,42,4,148283.94,1,1,1,44692.63,1,3.3178611328086984,0.09523809523809523,16.261904761904763
4731,15576550,Ugochukwu,619,Spain,Female,38,1,0.0,1,1,0,112442.63,1,0.0,0.02631578947368421,16.289473684210527
4732,15622230,Cribb,705,France,Female,35,3,0.0,2,0,1,66331.01,0,0.0,0.08571428571428572,20.142857142857142
4733,15653937,McIntyre,638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1,7.439011314900994,0.018867924528301886,12.037735849056604
4734,15743538,Pickering,710,France,Female,31,1,0.0,2,1,0,20081.3,0,0.0,0.03225806451612903,22.903225806451612
4735,15591740,Fletcher,590,France,Female,54,4,0.0,2,1,1,93820.49,1,0.0,0.07407407407407407,10.925925925925926
4736,15650086,Uchenna,725,France,Male,43,2,165896.0,2,1,0,130795.52,0,1.268361485164018,0.046511627906976744,16.86046511627907
4737,15718773,Pisano,638,France,Female,32,0,0.0,2,1,0,160129.99,0,0.0,0.0,19.9375
4738,15615140,Corson,791,France,Male,36,6,111168.97,1,1,1,189969.91,0,0.5851925181203697,0.16666666666666666,21.97222222222222
4739,15644361,Hooper,702,France,Female,40,1,103549.24,1,0,0,9712.52,1,10.661418457825569,0.025,17.55
4740,15774536,He,607,France,Female,32,6,0.0,2,0,0,196062.01,0,0.0,0.1875,18.96875
4741,15618661,Chidubem,535,France,Male,30,6,103804.97,1,1,1,125710.53,0,0.8257460214351177,0.2,17.833333333333332
4742,15605020,Schofield,651,France,Male,45,2,165901.59,2,1,0,23054.51,1,7.196057951350951,0.044444444444444446,14.466666666666667
4743,15762134,Liang,506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0,0.6981033601293276,0.13559322033898305,8.576271186440678
4744,15685279,Somadina,511,Spain,Female,57,8,122950.31,1,1,1,181258.76,0,0.678313754325584,0.14035087719298245,8.964912280701755
4745,15582849,McIntosh,757,France,Female,51,1,0.0,1,1,1,22835.13,1,0.0,0.0196078431372549,14.843137254901961
4746,15655410,Hinton,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1,1.3026199344083755,0.02040816326530612,15.673469387755102
4747,15649129,Sal,757,France,Male,32,9,0.0,2,1,0,115950.96,0,0.0,0.28125,23.65625
4748,15702380,De Luca,663,Spain,Male,64,6,0.0,2,0,1,15876.52,0,0.0,0.09375,10.359375
4749,15759067,Bromby,537,Germany,Female,37,7,158411.95,4,1,1,117690.58,1,1.3460036478705433,0.1891891891891892,14.513513513513514
4750,15683027,Chang,570,Germany,Male,29,4,122028.65,2,1,1,173792.77,0,0.7021503253558822,0.13793103448275862,19.655172413793103
4751,15597487,Hunter,850,France,Female,35,5,0.0,1,1,1,80992.8,0,0.0,0.14285714285714285,24.285714285714285
4752,15763256,Sheppard,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,1,0.6797934911518158,0.125,10.328125
4753,15620111,Fan,659,France,Male,54,8,133436.52,1,1,0,56787.8,0,2.3497392045474554,0.14814814814814814,12.203703703703704
4754,15623053,Muir,454,Spain,Male,40,2,123177.01,1,1,0,148309.98,0,0.8305375673302632,0.05,11.35
4755,15595592,Lai,708,France,Female,59,2,0.0,1,1,0,179673.11,1,0.0,0.03389830508474576,12.0
4756,15740072,Padovesi,720,France,Female,37,2,120328.88,2,1,1,138470.21,0,0.8689874883557988,0.05405405405405406,19.45945945945946
4757,15778005,Kemp,785,France,Female,39,1,130147.98,1,1,0,163798.41,1,0.7945619252348054,0.02564102564102564,20.128205128205128
4758,15583278,Greece,743,Spain,Female,36,8,92716.96,1,1,1,33693.78,0,2.751752994172812,0.2222222222222222,20.63888888888889
4759,15601263,Young,493,Spain,Female,48,7,0.0,2,1,0,48545.1,0,0.0,0.14583333333333334,10.270833333333334
4760,15709222,Chukwueloka,557,Spain,Male,34,3,0.0,1,0,1,123427.98,0,0.0,0.08823529411764706,16.38235294117647
4761,15713949,Woods,850,France,Male,40,1,76914.21,1,1,0,174183.44,0,0.4415701630419057,0.025,21.25
4762,15717706,Forbes,799,France,Female,32,3,106045.92,2,1,1,17938.0,0,5.9118028765748685,0.09375,24.96875
4763,15756071,Kang,756,France,Male,34,1,103133.26,1,1,1,90059.04,0,1.1451738770477677,0.029411764705882353,22.235294117647058
4764,15696564,Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0,1.0601373056808554,0.0,19.789473684210527
4765,15657637,Ts'ui,696,Spain,Female,36,3,0.0,3,1,0,65039.9,0,0.0,0.08333333333333333,19.333333333333332
4766,15755863,Milano,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0,0.0,0.02040816326530612,12.857142857142858
4767,15719858,Chao,659,Spain,Female,38,9,0.0,2,1,1,35701.06,0,0.0,0.23684210526315788,17.342105263157894
4768,15688876,Wan,685,Spain,Male,39,9,0.0,2,1,1,18826.06,0,0.0,0.23076923076923078,17.564102564102566
4769,15698528,Napolitani,599,Spain,Female,31,3,0.0,1,1,1,130086.47,1,0.0,0.0967741935483871,19.322580645161292
4770,15770345,Kovaleva,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,0.9708601863720399,0.03225806451612903,18.032258064516128
4771,15761506,Russell,615,Spain,Male,19,5,0.0,2,1,0,159920.92,0,0.0,0.2631578947368421,32.36842105263158
4772,15716619,Chiebuka,580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0,6.196440894669028,0.08333333333333333,16.11111111111111
4773,15788367,Ellis,487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0,1.1620606020421194,0.13636363636363635,11.068181818181818
4774,15709451,Gordon,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,0,0.8537727784871193,0.02857142857142857,18.457142857142856
4775,15640421,Conway,811,France,Female,35,7,0.0,1,1,1,178.19,0,0.0,0.2,23.17142857142857
4776,15580068,Buccho,526,Spain,Male,35,5,0.0,2,1,1,105618.14,0,0.0,0.14285714285714285,15.028571428571428
4777,15677123,Aksyonova,767,Spain,Male,37,7,0.0,2,1,1,24734.25,0,0.0,0.1891891891891892,20.72972972972973
4778,15619801,Batty,548,France,Female,33,1,80107.83,2,0,1,82245.67,0,0.9740066559127064,0.030303030303030304,16.606060606060606
4779,15582246,Rowe,737,Spain,Female,45,2,0.0,2,0,1,177695.67,0,0.0,0.044444444444444446,16.377777777777776
4780,15711843,Pisani,613,Germany,Male,40,1,147856.82,3,0,0,107961.11,1,1.3695377900430998,0.025,15.325
4781,15680046,Onochie,711,Spain,Male,36,8,0.0,2,1,0,55207.41,0,0.0,0.2222222222222222,19.75
4782,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,0.3581331652883426,0.1320754716981132,16.037735849056602
4783,15722611,Cameron,752,France,Female,53,8,114233.18,1,1,1,51587.04,0,2.214377487058765,0.1509433962264151,14.18867924528302
4784,15729224,Jennings,710,France,Female,37,5,0.0,2,1,0,115403.31,0,0.0,0.13513513513513514,19.18918918918919
4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1,1.0064873147858189,0.1320754716981132,12.528301886792454
4786,15702138,Swift,510,France,Female,22,3,156834.34,1,0,0,44374.44,0,3.5343395882855084,0.13636363636363635,23.181818181818183
4787,15749799,Pisani,577,France,Female,34,2,0.0,2,1,1,84033.35,0,0.0,0.058823529411764705,16.970588235294116
4788,15752885,Nnonso,529,France,Male,42,1,157498.9,1,1,1,82276.62,0,1.914260697631964,0.023809523809523808,12.595238095238095
4789,15674932,Cameron,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0,0.0,0.20454545454545456,17.204545454545453
4790,15743828,Stevens,691,France,Male,41,2,0.0,1,1,1,56850.92,1,0.0,0.04878048780487805,16.853658536585368
4791,15642022,Zito,621,Spain,Male,34,8,0.0,1,0,0,47972.65,0,0.0,0.23529411764705882,18.264705882352942
4792,15746461,Taylor,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0,0.0,0.05714285714285714,20.257142857142856
4793,15809991,Ferrari,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0,0.9755789649312926,0.21052631578947367,39.78947368421053
4794,15787322,Yeh,788,France,Female,41,6,0.0,1,1,1,25571.37,0,0.0,0.14634146341463414,19.21951219512195
4795,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0,1.5548145183660151,0.1282051282051282,18.076923076923077
4796,15691387,Agafonova,483,France,Male,29,9,0.0,1,1,1,81634.45,0,0.0,0.3103448275862069,16.655172413793103
4797,15765457,Fowler,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0,0.611057326156269,0.02857142857142857,20.542857142857144
4798,15666173,Chidumaga,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0,0.6976461195493423,0.03125,24.78125
4799,15627377,Sabbatini,593,France,Male,41,6,0.0,2,1,1,99136.49,0,0.0,0.14634146341463414,14.463414634146341
4800,15656683,Johnson,551,France,Male,52,1,0.0,1,0,0,63584.55,1,0.0,0.019230769230769232,10.596153846153847
4801,15679810,Chapman,690,France,Male,39,6,0.0,2,1,0,160532.88,0,0.0,0.15384615384615385,17.692307692307693
4802,15606310,Birk,823,France,Male,71,5,149105.08,1,0,1,162683.06,0,0.9165372227446422,0.07042253521126761,11.591549295774648
4803,15756871,Capon,512,Spain,Male,39,3,0.0,1,1,0,134878.19,0,0.0,0.07692307692307693,13.128205128205128
4804,15610002,Chidubem,802,Spain,Male,41,5,0.0,2,1,1,134626.3,0,0.0,0.12195121951219512,19.5609756097561
4805,15567802,Childs,450,Spain,Female,34,2,0.0,2,1,0,175480.93,0,0.0,0.058823529411764705,13.235294117647058
4806,15745452,Sun,651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0,0.5174905964103687,0.024390243902439025,15.878048780487806
4807,15617252,Lung,697,France,Female,33,1,87347.7,1,1,0,172524.51,0,0.5062915408367193,0.030303030303030304,21.12121212121212
4808,15753248,Tao,611,France,Male,28,2,0.0,2,0,0,25395.83,0,0.0,0.07142857142857142,21.821428571428573
4809,15610755,Napolitano,643,France,Female,33,0,137811.75,1,1,1,184856.89,0,0.7455050769273462,0.0,19.484848484848484
4810,15662238,Davis,822,France,Male,37,3,105563.0,1,1,0,182624.93,0,0.5780317068430909,0.08108108108108109,22.216216216216218
4811,15799186,Sagese,632,France,Male,38,4,0.0,2,0,0,192505.62,0,0.0,0.10526315789473684,16.63157894736842
4812,15686941,Hutchinson,575,Spain,Female,26,7,0.0,2,1,0,112507.63,0,0.0,0.2692307692307692,22.115384615384617
4813,15601172,Nelson,672,France,Male,31,6,91125.75,1,1,0,177295.92,0,0.5139754485043987,0.1935483870967742,21.677419354838708
4814,15723858,Schiavone,517,Spain,Male,39,3,0.0,2,0,1,12465.51,0,0.0,0.07692307692307693,13.256410256410257
4815,15615896,Chienezie,621,Spain,Male,39,8,0.0,2,1,0,36122.96,0,0.0,0.20512820512820512,15.923076923076923
4816,15737647,Obioma,775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0,3.5711564240376523,0.07792207792207792,10.064935064935066
4817,15582841,Butusov,600,France,Male,29,8,0.0,2,0,1,34747.43,0,0.0,0.27586206896551724,20.689655172413794
4818,15760090,Pisano,640,France,Male,28,7,0.0,2,1,1,131097.9,0,0.0,0.25,22.857142857142858
4819,15588587,Stetson,752,France,Female,36,1,86837.95,1,1,1,105280.55,0,0.8248242434143818,0.027777777777777776,20.88888888888889
4820,15683157,Waring,613,France,Male,26,4,100446.57,1,0,1,149653.81,0,0.6711928683940623,0.15384615384615385,23.576923076923077
4821,15694209,Fanucci,484,France,Female,32,3,0.0,2,1,1,139390.99,0,0.0,0.09375,15.125
4822,15655875,Thao,511,France,Female,33,3,0.0,2,1,0,132436.71,0,0.0,0.09090909090909091,15.484848484848484
4823,15805704,Murphy,745,France,Female,32,2,0.0,4,0,1,179705.13,1,0.0,0.0625,23.28125
4824,15744789,McConnell,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0,7.249164696840977,0.1875,24.5625
4825,15799357,Armfield,727,France,Male,35,5,136364.46,1,0,0,142754.71,0,0.9552361529787704,0.14285714285714285,20.771428571428572
4826,15726153,Fanucci,622,France,Male,31,5,106260.67,1,1,1,2578.43,0,41.2113844471248,0.16129032258064516,20.06451612903226
4827,15713346,Panina,794,France,Male,24,10,146126.75,1,1,1,88992.05,0,1.642020270349992,0.4166666666666667,33.083333333333336
4828,15665053,Nixon,636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1,3.378766193310509,0.07692307692307693,12.23076923076923
4829,15592379,Walker,741,Spain,Female,42,9,121056.63,2,1,0,39122.58,0,3.0942905605918627,0.21428571428571427,17.642857142857142
4830,15692599,Chiemela,687,France,Male,34,5,128270.56,1,1,0,191092.62,0,0.6712481099479405,0.14705882352941177,20.205882352941178
4831,15620758,Martel,660,Spain,Male,30,4,0.0,2,1,0,129149.06,0,0.0,0.13333333333333333,22.0
4832,15637428,Briggs,660,France,Male,35,7,0.0,2,1,0,13218.6,0,0.0,0.2,18.857142857142858
4833,15808389,Iheatu,617,France,Female,79,7,0.0,1,1,1,160589.18,0,0.0,0.08860759493670886,7.810126582278481
4834,15807003,Jennings,762,France,Male,32,10,191775.65,1,1,0,179657.83,0,1.0674494398602055,0.3125,23.8125
4835,15702912,Ch'en,752,Spain,Female,35,2,0.0,1,1,0,44335.54,1,0.0,0.05714285714285714,21.485714285714284
4836,15590623,Kovalyov,561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0,2.9140812468747184,0.11764705882352941,16.5
4837,15728078,Yeh,609,France,Male,26,10,126392.18,1,0,1,43651.49,0,2.89548375095558,0.38461538461538464,23.423076923076923
4838,15708256,Chien,803,France,Male,28,3,0.0,2,1,0,159654.0,0,0.0,0.10714285714285714,28.678571428571427
4839,15582335,Brown,556,France,Female,40,9,129860.37,1,0,0,17992.94,0,7.217295783790754,0.225,13.9
4840,15649150,Buddicom,531,France,Female,53,5,127642.44,1,1,0,141501.45,1,0.902057470082462,0.09433962264150944,10.018867924528301
4841,15691647,McGregor,411,France,Female,35,2,0.0,2,1,1,93825.78,0,0.0,0.05714285714285714,11.742857142857142
4842,15668270,Thompson,587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1,3.000655878872911,0.11363636363636363,13.340909090909092
4843,15624820,Ross,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,0.5214746473164668,0.125,12.196428571428571
4844,15736254,Ch'ang,654,France,Male,29,2,91955.61,1,1,0,37065.66,0,2.4808841930779053,0.06896551724137931,22.551724137931036
4845,15720814,Warren,670,Germany,Female,36,2,84266.44,2,0,0,38614.69,0,2.182237899617995,0.05555555555555555,18.61111111111111
4846,15642997,Uspenskaya,655,France,Female,36,2,147149.59,1,1,1,87816.86,0,1.675641670631357,0.05555555555555555,18.194444444444443
4847,15693200,King,752,France,Female,36,7,0.0,2,1,0,184866.86,0,0.0,0.19444444444444445,20.88888888888889
4848,15624596,Trentini,534,France,Female,23,5,104822.45,1,0,1,160176.47,0,0.6544185297628297,0.21739130434782608,23.217391304347824
4849,15807167,Konovalova,635,France,Male,42,1,146766.72,2,0,1,164357.1,0,0.8929746265905154,0.023809523809523808,15.119047619047619
4850,15660301,Dellucci,491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0,8.347915882128124,0.08571428571428572,7.014285714285714
4851,15593094,Goddard,516,France,Male,27,9,0.0,1,1,0,142680.64,1,0.0,0.3333333333333333,19.11111111111111
4852,15618239,Neumann,530,France,Female,48,0,0.0,1,1,0,85081.09,0,0.0,0.0,11.041666666666666
4853,15574137,Ch'in,687,Spain,Male,35,3,0.0,2,1,1,176450.19,0,0.0,0.08571428571428572,19.62857142857143
4854,15614740,Walters,684,France,Female,41,6,135203.81,2,1,1,121967.88,0,1.1085198004589405,0.14634146341463414,16.682926829268293
4855,15574071,Muravyova,706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0,0.7335807956533936,0.08695652173913043,30.695652173913043
4856,15671148,Barry,490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0,0.8894656927761623,0.15151515151515152,14.848484848484848
4857,15721921,Woolnough,796,France,Male,44,8,165326.2,1,1,1,57205.55,0,2.890037767314535,0.18181818181818182,18.09090909090909
